,X,signal_1,signal_1_noise,signal_2,signal_2_noise,signal_3,signal_3_noise,signal_4,signal_4_noise
0,-0.5,-0.08481048760972874,7.498798913309291e-33,-0.006659968074994735,2.9995195653237163e-32,0.10355616393771899,6.74891902197836e-32,-0.19627563321126,1.1998078261294865e-31
1,-0.498998998998999,0.10393696850872013,1.977868131674936e-05,0.013787172843530116,7.91139428745282e-05,0.1158904598797889,0.00017800343752686972,-0.06409000487308776,0.0003164432534661984
2,-0.497997997997998,-0.016515703450353362,7.911394287452662e-05,0.07253826978573365,0.00031644325346619223,0.010242054137423696,0.000711950379659989,0.04687067998866062,0.0012655727411994405
3,-0.496996996996997,0.07104223083877105,0.0001780034375268734,0.0387053427813324,0.0007119503796599509,-0.18979141800712845,0.0016016507376169446,0.06451777887234625,0.0028467877719536077
4,-0.495995995995996,0.24668408446437315,0.00031644325346620025,0.06602204428145883,0.0012655727411994726,0.05760134055632694,0.002846787771953599,-0.10944336225174242,0.0050590876160713566
5,-0.494994994994995,0.002818591703812254,0.0004944279143784717,0.04938966229595924,0.0019772227395888544,-0.15331301149250898,0.004446918205325512,0.1383555424856496,0.00790107213883152
6,-0.493993993993994,0.07190610668358678,0.0007119503796599464,0.06360197384375092,0.0028467877719535895,-0.003678101921508899,0.006401472380297119,-0.0683806010452267,0.011370942686577267
7,-0.492992992992993,-0.1922003376511988,0.0009690020446955924,0.21629547740329538,0.0038741302488571215,0.1710158210356438,0.008709754462144597,0.13983110301969906,0.015466503225058265
8,-0.491991991991992,-0.0507871347938015,0.0012655727411994217,-0.08428853250744955,0.005059087616071153,-0.12047819487898499,0.01137094268657725,0.08984234474683546,0.020185161729270453
9,-0.49099099099099097,0.09625518646276122,0.0016016507376169307,-0.09164224914864996,0.006401472380297105,0.05925425512033948,0.01438408965229167,-0.006943646278338163,0.025523931823917004
10,-0.48998998998999,0.14198902615071382,0.001977222739588874,-0.1656801905148948,0.007901072138831601,-0.029471455699916053,0.017748122658251934,-0.1720965301970734,0.03147943467344036
11,-0.488988988988989,0.12746627124454568,0.0023922738904773974,0.02402072764037006,0.00955764961317547,-0.08598781808430506,0.021461844085580294,0.09124398081489715,0.03804790112044541
12,-0.487987987987988,-0.03533687660881274,0.002846787771953614,0.013477732046393312,0.011370942686577368,-0.16499655292424714,0.025523931823916976,0.0006459794001016442,0.04522517407114661
13,-0.486986986986987,-0.05988174456971967,0.003340746404647092,-0.17697687544941962,0.01334066444550804,-0.08577279203826067,0.0299329397420993,0.04124447868137831,0.05300671112633688
14,-0.48598598598598597,-0.0014740056643356382,0.003874130248857071,0.0630205332042998,0.015466503225058065,0.09602536090816793,0.03468729820299706,0.05253283322625371,0.06138758745621079
15,-0.484984984984985,0.1215124217669544,0.0044469182053254045,0.17584808013329878,0.017748122658251913,0.09844515503585935,0.03978531462231083,-0.0921846503519969,0.07036249891722292
16,-0.483983983983984,-0.0009129671982387689,0.0050590876160711866,0.21450745736732205,0.020185161729270578,-0.02226382924066577,0.045225174071146575,0.01460294741667062,0.07992576540900868
17,-0.482982982982983,0.07018702982072116,0.00571061426528704,0.12293504066784361,0.022777234830574363,0.09665293694383661,0.051004939922141224,-0.03492659238343973,0.09007133446924322
18,-0.481981981981982,-0.01231127250130689,0.00640147238029704,0.02190428601109718,0.025523931823916757,0.08036189478474205,0.057122554538915626,0.11754898686352583,0.10079278510416312
19,-0.48098098098098097,-0.018206962723253756,0.007131634632576256,-0.12577882310194866,0.02842481810523989,0.09376616302750483,0.06357584000860786,0.12699448158597113,0.11208333185232766
20,-0.47997997997998,-0.26420933583294887,0.007901072138831533,0.08291695101146795,0.03147943467344009,0.14429329426117332,0.07036249891722289,0.06949518309174328,0.12393582907904155
21,-0.478978978978979,-0.07574637527233712,0.008709754462144564,0.0007099178030171016,0.03468729820299656,0.22190653402272426,0.07748011516753114,0.2207184258795567,0.1363427754987391
22,-0.477977977977978,0.05422744814307604,0.009557649613175451,0.06406088040892993,0.03804790112044535,0.1910185756171563,0.08492615483921423,0.06451770409945708,0.14929631892243897
23,-0.476976976976977,-0.10611093305199272,0.010444724051428106,-0.05140715558315357,0.04156071168469146,0.19439164708407658,0.09269796709095572,-0.002218571520387347,0.1627882612272898
24,-0.47597597597597596,-0.005416433004902393,0.011370942686577349,-0.06589772951096926,0.04522517407114654,0.13506199409502043,0.10079278510416383,0.1373326545364964,0.17681006354505507
25,-0.474974974974975,-0.07589528023905824,0.01233626887985675,0.15297655278011302,0.04904070845967476,0.0903034855570539,0.10920772706797201,0.11630715396270287,0.19135285166624535
26,-0.47397397397397395,0.04883456038617355,0.013340664445508025,0.0030912209075143818,0.0530067111263368,0.14041779143056202,0.11793979720518874,0.21612821883353928,0.20640742165648535
27,-0.47297297297297297,0.005546721205518426,0.014384089652291548,0.025487089296735065,0.057122554538915876,-0.15149426691273926,0.12698588683881173,0.14823890243575624,0.2219642456815607
28,-0.471971971971972,-0.0388613597724054,0.015466503225058045,0.08118786856134516,0.06138758745621072,0.4110400434751022,0.13634277549873897,0.051460230521683664,0.23801347803745507
29,-0.47097097097097096,0.07135732568956046,0.01658786234638129,0.16357706972178618,0.06580113503108018,0.2908467011056818,0.14600713206827945,0.11582711222523379,0.25454496138156385
30,-0.46996996996997,0.09350340610414955,0.01774812265825189,0.039108348711514196,0.07036249891722283,0.17979018050328024,0.1559755159700496,0.3720444037884768,0.27154823316113896
31,-0.46896896896896895,0.08843190678999144,0.01894723826383201,0.058372807809755005,0.07507095737967517,0.29504102583391195,0.16624437839084902,0.45714038101276655,0.28901253223489876
32,-0.46796796796796797,-0.17097664672779622,0.02018516172927064,0.2784296651159934,0.07992576540900893,0.20694699686891752,0.17681006354505505,0.3377872652607968,0.30692680568360386
33,-0.466966966966967,-0.08010661505600775,0.021461844085580332,0.18275075167811738,0.0849261548392138,0.35368967779117205,0.18766880997611407,0.18629179963968598,0.32527971580530696
34,-0.46596596596596596,0.013454894831481278,0.022777234830574433,0.18054685792843234,0.09007133446924345,0.23379937149159216,0.1988167518956433,0.38186567489683376,0.34405964729083316
35,-0.464964964964965,-0.05666761479795501,0.024131281930863956,0.09546174199405329,0.09536049018820214,0.27815088373978036,0.21024992055967442,0.1273979211976953,0.36325471457494013
36,-0.46396396396396394,-0.024029185336846715,0.025523931823916827,0.1876864315970618,0.1007927851041634,0.2560089123569565,0.2219642456815606,0.41949078335010603,0.3828527693585455
37,-0.46296296296296297,-0.01193272088949407,0.0269551294201762,0.07561400473584627,0.10636735967658789,0.16317037904925885,0.2339555568810217,0.4236137126916927,0.4028414082972143
38,-0.46196196196196193,0.1148331269644474,0.028424818105239762,0.30355274281473854,0.11208333185232715,0.20926595055131197,0.24621958516883108,0.247432619768717,0.4232079808510707
39,-0.46096096096096095,-0.10990429626219396,0.029932939742099245,0.10707193820653531,0.1179397972051887,0.18971188791919186,0.2587519644666,0.39088386558960614,0.4439395972911528
40,-0.45995995995996,-0.21866086974804938,0.03147943467344016,0.10967811647513608,0.1239358290790419,0.3556394846741399,0.27154823316113896,0.34678433568374434,0.4650231368571485
41,-0.45895895895895894,-0.014210786254392649,0.03306424172400181,0.09774056410583476,0.13007047873444083,0.2945297636306145,0.28460383569281866,0.6228033177807658,0.48644525606135
42,-0.45795795795795796,-0.10207479480109988,0.03468729820299666,0.10256331338501004,0.13634277549873938,0.3337912152919682,0.2979141241773778,0.536952352975023,0.5081923971335582
43,-0.45695695695695693,0.21084047667926126,0.03634853990659145,0.10966413675405795,0.1427517269196836,0.3573649877304269,0.31147436006060913,0.5202584878373525,0.5302507966016307
44,-0.45595595595595595,0.0005925927295968303,0.03804790112044531,0.07165282658640658,0.14929631892243886,0.3411965332475656,0.32527971580530823,0.4774566839149691,0.5526064940021743
45,-0.45495495495495497,-0.06046540575021314,0.0397853146223105,0.1532110313768304,0.15597551597004952,0.27263322546990004,0.33932527660991896,0.6964078535536002,0.5752453407159518
46,-0.45395395395395394,-0.12388622929724992,0.04156071168469143,0.06389602134339843,0.1627882612272896,0.3305024809437974,0.3536060421582307,0.5879390618426678,0.5981530089223501
47,-0.45295295295295296,-0.052815145013922496,0.043374022077562316,0.29711260262664185,0.16973347672787956,0.39128107657385724,0.36811692839952737,0.5010587634157808,0.6213150006672508
48,-0.4519519519519519,-0.01875958890763922,0.04522517407114651,0.04241867488491277,0.176810063545055,0.33579656682141734,0.38285276935854534,0.4792508548711524,0.6447166570386071
49,-0.45095095095095095,-0.05370208629558782,0.0471140944387533,0.44218920403155293,0.18401690196544565,0.31705842730089545,0.3978083189745905,0.7029172472846673,0.6683431674438617
50,-0.44994994994994997,0.10725295744632636,0.04904070845967472,0.2022543157877737,0.19135285166624522,0.38797604234710065,0.412978252969181,0.8250041258180385,0.6921795789833728
51,-0.44894894894894893,-0.044363799880942655,0.0510049399221413,0.1351066867022263,0.19881675189564266,0.46400783557099,0.42835717074152196,0.7810374676810657,0.7162108059139035
52,-0.44794794794794796,0.03934537123662601,0.05300671112633676,0.25373238521038566,0.2064074216564852,0.44592771798484754,0.4439395972911526,0.9016716589056251,0.7404216391961846
53,-0.4469469469469469,0.2180044437247527,0.055045942887471846,0.3507705454619213,0.21412365989314575,0.396527867265061,0.45971998516709434,0.8027110564512622,0.7647967561205119
54,-0.44594594594594594,0.10841483025461854,0.05712255453891584,0.2103938118318541,0.22196424568156053,0.4776024998059678,0.47569271644276917,0.7102127935231082,0.7893207300042737
55,-0.44494494494494496,0.004756681706722811,0.05923646393538901,0.3400500079223723,0.22992793842241877,0.4561885207346666,0.49185210471603097,0.611100386800406,0.813978039955308
56,-0.44394394394394393,-0.02222658214684297,0.06138758745621083,0.08308314937696526,0.23801347803745543,0.48686517875513313,0.5081923971335581,0.8955194325210466,0.8387530806948492
57,-0.44294294294294295,-0.09099579174349845,0.06357584000860764,0.21720963142755015,0.24621958516883036,0.5476598809436041,0.5247077764389112,0.6208839056319579,0.8636301724338998
58,-0.4419419419419419,0.09423019645503383,0.06580113503108032,0.5189980497009521,0.2545449613815643,0.4587701495271349,0.5413923630435096,0.6786843637355832,0.8885935707967731
59,-0.44094094094094094,-0.014340156644687116,0.0680633844968262,0.4350749836786006,0.2629882893689791,0.5701878465249844,0.558240217119817,1.0106603063489075,0.9136274767854727
60,-0.43993993993993996,0.06369438431859187,0.07036249891722281,0.1938185250711425,0.27154823316113885,0.4987512915290958,0.5752453407159515,0.861505559577302,0.938716046778683
61,-0.4389389389389389,-0.055897646279791005,0.07269838734536778,0.19400060181566492,0.28022343833623675,0.772629602323024,0.5924016798910043,0.8400389411077984,0.9638434025589817
62,-0.43793793793793795,0.07180712450825769,0.07507095737967497,0.38125740614133496,0.2890125322348979,0.6436096021174145,0.6097031268702746,0.7478782485963114,0.9889936413619361
63,-0.4369369369369369,0.3219913101397357,0.07748011516753137,0.20071280317138016,0.2979141241773776,0.6978751330028807,0.6271435222196925,1.0376486005303276,1.0141508459407627
64,-0.43593593593593594,0.08502521411686972,0.07992576540900871,0.5310761435420893,0.30692680568360314,0.6747341269538359,0.6447166570386071,0.9896068230220051,1.039299094640132
65,-0.43493493493493496,0.20649232072579446,0.08240781136063349,0.3109750084722141,0.3160491506960345,0.7557557688597404,0.6624162751702081,0.9620882399460433,1.0644224714727684
66,-0.4339339339339339,0.28361178556133104,0.08492615483921397,0.2454879025576316,0.32527971580530746,0.43221596083274505,0.6802360754287562,0.9305001822563199,1.089505076192467
67,-0.43293293293293295,0.10821018726000181,0.08748069622572387,0.43275831529076886,0.3346170404786206,0.7490939536673072,0.6981697138428441,0.9345608241421894,1.1145310343571408
68,-0.4319319319319319,0.17396156640737348,0.09007133446924341,0.3886562818930031,0.34405964729083305,0.4729778548030661,0.7162108059139035,1.203910454566471,1.1394845073755473
69,-0.43093093093093093,0.08951828558810367,0.09269796709095561,0.4498800979234261,0.3536060421582307,0.7045903397714998,0.7343529288891235,1.1988008562071655,1.1643497025313059
70,-0.42992992992992995,0.08622746245427142,0.0953604901882019,0.20306539307370955,0.3632547145749393,0.9498721089440615,0.7525896240479968,1.1443258677057795,1.1891108829779158
71,-0.4289289289289289,0.07804232102513223,0.09805879843859058,0.45295503156791983,0.373004137851922,0.7521975947828851,0.7709143990016704,1.119577069427958,1.213752377698377
72,-0.42792792792792794,0.12196900746879331,0.10079278510416315,0.6418532863190547,0.3828527693585445,0.740115170679357,0.7893207300042737,1.307416526205553,1.238258591423164
73,-0.4269269269269269,0.17074876527347252,0.10356234203561836,0.24156717824496807,0.3927990507666686,0.8195722566900077,0.8078020642754282,1.31941084420181,1.2626140145002829
